Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,OverallScore,TotalOutdoorSF
1261,60,RL,,24682,Pave,,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,GasA,Ex,Y,SBrkr,0,1675,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,6,2009,WD,Normal,181000,2516,2.5,10,10,5.5,605.0
1262,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,GasA,Gd,Y,SBrkr,0,1050,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,6,2009,WD,Normal,128900,2100,1.0,53,53,5.5,338.0
1263,50,RL,,11250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,GasA,Ex,Y,FuseA,0,1788,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,11,2009,WD,Normal,161500,2892,2.0,52,20,4.5,424.0
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,GasA,Ex,Y,FuseA,0,1824,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,TA,TA,N,126,0,0,0,,GdPrv,,0,7,2007,WD,Normal,180500,2588,1.0,88,57,6.0,520.0
1265,120,RH,34.0,4060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,GasA,Ex,Y,SBrkr,0,1337,2,1,Gd,5,Typ,0,,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,8,2008,COD,Abnorml,181000,2742,3.0,10,9,5.5,723.0
1266,160,FV,35.0,3735,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,GasA,Ex,Y,SBrkr,0,1452,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,3,2006,WD,Normal,183900,2143,3.5,7,7,6.0,758.0
1267,190,RM,60.0,10120,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,Hip,CompShg,Wd Sdng,Wd Sdng,,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,GasA,TA,N,FuseF,0,1889,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,TA,TA,N,264,0,0,0,,MnPrv,,0,1,2007,WD,Normal,122000,2814,1.5,97,57,5.5,308.0
1268,20,RL,89.0,13214,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,CmentBd,,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,GasA,Ex,Y,SBrkr,0,2018,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,5,2010,WD,Normal,378500,4020,2.0,2,1,7.0,966.0
1269,50,RL,,14100,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,GasA,Ex,Y,SBrkr,0,3447,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,TA,TA,Y,0,0,0,0,,GdWo,,0,5,2008,WD,Normal,381000,4175,3.5,73,11,8.5,1972.0
1270,50,RL,78.0,11344,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,GasW,TA,Y,FuseA,0,1524,3,1,TA,7,Typ,0,,Attchd,1958.0,Unf,1,TA,TA,Y,0,0,0,0,,GdWo,,0,7,2007,WD,Normal,144000,2398,1.5,49,49,5.0,495.0
1271,40,RL,,23595,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,Shed,WdShake,Plywood,Plywood,,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,GasA,TA,Y,SBrkr,0,1524,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,4,2010,WD,Normal,260000,2856,2.5,31,31,6.5,854.0
1272,20,RL,,9156,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,GasA,Gd,Y,SBrkr,0,1489,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,8,2009,WD,Normal,185750,2978,2.0,41,41,6.5,462.0
1273,20,RL,,13526,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,GasA,TA,Y,SBrkr,0,935,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,11,2006,WD,Normal,137000,1870,2.0,41,41,5.5,582.0
1274,80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,GasA,Gd,Y,SBrkr,0,1357,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,TA,TA,Y,0,0,163,0,,GdPrv,,0,5,2008,WD,Normal,177000,2376,2.0,49,2,6.5,396.0
1275,50,RL,53.0,5362,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,GasA,Ex,Y,SBrkr,0,1250,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,TA,TA,Y,81,0,0,0,,,,0,11,2007,WD,Normal,139000,1911,2.0,97,4,5.5,794.0
1276,90,RL,95.0,11345,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,Gable,Roll,AsbShng,AsbShng,Stone,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,GasA,Gd,Y,FuseA,0,1920,4,2,TA,10,Typ,0,,Detchd,1948.0,Unf,2,TA,Fa,Y,0,0,0,0,,,,0,7,2007,WD,Normal,137000,2848,2.0,59,57,5.0,967.0
1277,60,RL,,12936,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,GasA,TA,Y,SBrkr,0,1395,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,12,2009,WD,Normal,162000,2118,2.0,37,37,6.0,907.0
1278,80,RL,,17871,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,GasA,Fa,Y,SBrkr,0,1724,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,6,2009,WD,Normal,197900,3404,2.5,42,33,5.5,839.0
1279,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,GasA,Ex,Y,SBrkr,0,2031,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,3,2008,WD,Normal,237000,3159,3.5,6,6,6.5,
1280,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,GasA,TA,Y,FuseA,0,1128,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2,TA,TA,Y,164,0,0,0,,,,0,4,2010,COD,Abnorml,68400,1826,1.0,90,60,4.0,558.0
1281,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,GasA,Ex,Y,SBrkr,0,1573,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,3,2009,WD,Normal,227000,3146,3.0,7,7,6.0,726.0
1282,20,RL,50.0,8049,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,GasA,TA,Y,SBrkr,0,1339,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,Gd,Gd,Y,0,0,90,0,,,,0,7,2006,WD,Normal,180000,2648,3.0,16,16,6.0,596.0
1283,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,GasA,TA,Y,SBrkr,0,1040,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,TA,TA,Y,0,0,288,0,,,,0,9,2009,WD,Normal,150500,2080,2.0,32,1,6.0,484.0
1284,90,RL,94.0,9400,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,Mansard,CompShg,MetalSd,Wd Shng,,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,GasA,TA,Y,SBrkr,0,1824,4,2,TA,8,Typ,0,,,,,0,,,Y,0,0,0,0,,,,0,4,2010,WD,Normal,139000,2736,3.0,39,39,5.5,128.0
1285,50,RL,50.0,9638,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,GasA,Ex,Y,SBrkr,0,2447,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,TA,TA,Y,42,0,116,0,,,,0,3,2010,WD,Normal,169000,3251,2.0,91,20,6.5,608.0
1286,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,GasA,Ex,Y,FuseF,0,1412,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,5,2009,WD,Normal,132500,2192,1.0,70,59,6.0,325.0
1287,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,GasA,TA,Y,SBrkr,0,1328,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,143000,2656,2.5,47,47,5.5,1005.0
1288,20,RL,,36500,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,GasA,Fa,Y,SBrkr,0,1582,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2,TA,TA,N,0,0,0,0,,,,0,6,2006,WD,Normal,190000,3206,2.5,42,42,5.0,1377.0
1289,120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,GasA,Ex,Y,SBrkr,0,1659,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,10,2009,WD,Normal,278000,3160,3.0,9,9,6.5,770.0
1290,60,RL,86.0,11065,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,GasA,Ex,Y,SBrkr,0,1970,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,10,2006,New,Partial,281000,3055,2.5,0,0,6.5,1792.0
1291,80,RL,,14112,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,GasA,TA,Y,SBrkr,0,1152,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,4,2010,WD,Normal,180500,2304,2.0,46,46,6.0,797.0
1292,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,GasA,TA,Y,SBrkr,0,1302,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,2,2009,WD,Normal,119500,1932,2.5,37,37,6.0,717.0
1293,70,RM,60.0,6600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,GasA,TA,N,SBrkr,0,2372,4,2,TA,11,Min2,0,,Attchd,1985.0,RFn,1,TA,TA,Y,0,0,0,0,,,,0,12,2009,WD,Normal,107500,3366,2.0,117,44,4.5,719.0
1294,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,GasA,TA,Y,SBrkr,0,1664,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,TA,TA,Y,0,0,259,0,,GdWo,,0,3,2006,WD,Normal,162900,2496,2.5,30,30,6.0,556.0
1295,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,WdShing,Plywood,,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,GasA,TA,Y,SBrkr,0,864,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,TA,TA,N,0,0,0,0,,,,0,4,2006,WD,Normal,115000,1728,2.0,51,16,6.0,572.0
1296,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,GasA,Gd,Y,SBrkr,0,1052,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,TA,TA,Y,0,0,0,0,,GdWo,,0,11,2006,WD,Normal,138500,2104,2.5,38,38,5.0,812.0
1297,20,RL,80.0,8700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,GasA,Gd,Y,SBrkr,0,1128,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2,TA,TA,Y,123,0,0,0,,MnPrv,,0,12,2008,WD,Normal,155000,2248,3.0,45,45,5.5,885.0
1298,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,GasA,Gd,Y,SBrkr,0,1072,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,6,2006,New,Partial,140000,1619,3.0,1,0,5.5,651.0
1299,60,RL,313.0,63887,Pave,,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,Hip,ClyTile,Stucco,Stucco,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,GasA,Ex,Y,SBrkr,0,5642,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2,TA,TA,Y,0,0,0,480,Gd,,,0,1,2008,New,Partial,160000,11752,4.5,0,0,7.5,2720.0
1300,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,GasA,Ex,Y,SBrkr,0,1246,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1,TA,TA,Y,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,154000,2492,2.5,51,16,6.0,523.0
1301,60,RL,,10762,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,GasA,Ex,Y,SBrkr,0,1983,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,5,2009,WD,Normal,225000,2961,2.5,10,10,6.0,834.0
1302,70,RL,,7500,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,GasA,Fa,Y,SBrkr,0,1494,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,TA,TA,P,0,0,224,0,,,,0,11,2009,WD,Normal,177500,2265,1.0,67,59,6.5,213.0
1303,60,RL,92.0,10120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,GasA,Ex,Y,SBrkr,0,2526,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,12,2006,WD,Normal,290000,3691,3.5,12,12,6.5,1622.0
1304,20,RL,73.0,8688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,GasA,Ex,Y,SBrkr,0,1616,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,4,2006,WD,Normal,232000,3232,2.0,1,1,6.0,1329.0
1305,160,RM,32.0,3363,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,GasA,Ex,Y,SBrkr,0,1708,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,4,2006,WD,Normal,130000,2684,2.0,2,2,6.0,537.0
1306,20,RL,108.0,13173,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,GasA,Ex,Y,SBrkr,0,1652,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,11,2009,WD,Normal,325000,3304,3.0,3,2,7.0,1646.0
1307,120,RL,48.0,6955,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,GasA,Ex,Y,SBrkr,0,1368,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,9,2006,New,Partial,202500,2736,2.0,1,0,6.0,735.0
1308,20,RL,60.0,8072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,GasA,Ex,Y,SBrkr,0,990,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,5,2009,WD,Normal,138000,1980,2.0,15,14,5.0,544.0
1309,20,RM,100.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,GasA,Ex,Y,SBrkr,0,1122,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2,TA,TA,Y,0,0,0,0,,GdWo,,0,5,2008,WD,Normal,147000,2046,2.0,60,3,6.0,564.0
1310,20,RL,,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,GasA,Gd,Y,SBrkr,0,1294,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2,TA,TA,Y,0,0,0,0,,GdWo,,0,6,2008,WD,Normal,179200,2572,3.0,17,17,5.5,747.0
1311,20,RL,100.0,17500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,HdBoard,,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,GasA,TA,Y,SBrkr,0,1902,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,TA,TA,Y,162,0,0,0,,,,0,5,2010,WD,Normal,335000,3804,3.0,51,8,7.5,774.0
1312,20,RL,68.0,8814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,GasA,Ex,Y,SBrkr,0,1274,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,1,2007,New,Partial,203000,2548,3.0,2,0,6.0,950.0
1313,60,RL,,9572,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,GasA,Ex,Y,SBrkr,0,2810,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,Gd,Gd,Y,0,0,0,0,,,,0,6,2007,WD,Normal,302000,4263,2.5,17,17,6.5,1586.0
1314,60,RL,108.0,14774,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,GasA,Ex,Y,SBrkr,0,2599,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,5,2010,WD,Normal,333168,3992,2.5,11,11,7.0,1642.0
1315,20,RL,60.0,8190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,GasA,Ex,Y,SBrkr,0,948,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,10,2007,WD,Normal,119000,1896,2.0,53,53,5.0,316.0
1316,60,RL,85.0,11075,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,GasA,TA,Y,SBrkr,0,2112,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2008,WD,Normal,206900,3064,2.5,39,39,5.5,856.0
